"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments"
"Camarasaurus",NA,"Marsh","1877","O. C. Marsh. 1877. Notice of new dinosaurian reptiles from the Jurassic formation. American Journal of Science and Arts 14:514-516","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","7811",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Chambered lizard""",NA,NA,NA,"FALSE","duplicate; Marsh 1877 is the wrong reference for Camarasaurus. He named what would become Camarasaurus Apatosaurus grandis"
"Torosaurus",NA,"Gilmore","1946","C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus","12090",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:8EA97E88-6870-4934-80E0-1FF111F69CAC",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"From ""toreo"", Greek, meaning ""pierced"", in reference to the frill",NA,NA,NA,"FALSE","duplicate; Not actually the genus Gilmore used, which was Arrhinoceratops"
"Anchisauripus",NA,"Baird","1957","D. Baird. 1957. Triassic reptile footprint faunules from Milford, New Jersey. Bulletin of the Museum of Comparative Zoology 117(5):449-520","Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Grallator (Eubrontes)","12444",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"in relation to other taxa",NA,NA,NA,NA,NA,NA,"""Near-lizard foot""",NA,NA,NA,"FALSE","duplicate"
"Gettyia",NA,"Varricchio and Chiappe","1995","D. J. Varricchio and L. M. Chiappe. 1995. A new enantiornithine bird from the Upper Cretaceous Two Medicine Formation of Montana. Journal of Vertebrate Paleontology 15(1):201-204","Chordata","Aves","NO_ORDER_SPECIFIED","Avisauridae","Gettyia","14100",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:1CF0E687-904D-44CC-BC26-99C29080D9CD",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Mike Getty",NA,NA,NA,NA,"""a great friend, technician, and field paleontologist"" - named in Atterholt et al 2018.",NA,NA,NA,"FALSE","duplicate"
"Brodavis",NA,"Martin and Cordes-Person","2007","J. E. Martin and A. Cordes-Person. 2007. A new species of the diving bird Baptornis (Ornithurae, Hesperonithiformes) from the lower Pierre Shale Group (Upper Cretaceous) of southwestern South Dakota. Geological Society of America Special Paper 427:227-237","Chordata","Aves","Hesperornithiformes","Brodavidae","Brodavis","28685",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Professor Pierce Brodkorb","male","assumed from ending","USA","retrieved from external source","from Brodkorb, in memory of the late Professor Pierce Brodkorb who did so much to further the study of fossil birds, avis (Latin), bird.",NA,NA,NA,"FALSE","duplicate"
"Tornieria",NA,"Janensch","1929","W. Janensch. 1929. Material und Formegehalt der Sauropoden in der Ausbeute der Tendaguru-Expedition, 1909-1912 [Material and figured content of sauropods in the yield of the Tendaguru Expedition, 1909-1912]. Palaeontographica, Supplement VII (1) 2(1):3-34","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Tornieria","12585",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Gustav Tornier",NA,NA,"Germany (born in what was then Prussia but is now part of Poland)",NA,"German zoologist who organised the Tendaguru Expedition of 1910-1912",NA,NA,NA,"FALSE","duplicate"
"Lusotitan",NA,"Lapparent and Zbyszewski","1957","A. F. de Lapparent and G. Zbyszewski. 1957. Les dinosauriens du Portugal [The dinosaurs of Portugal]. MÃ©moires des Services GÃ©ologiques du Portugal, nouvelle sÃ©rie 2:1-63","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Lusotitan","13143",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography","Latin",NA,NA,NA,NA,NA,"Latin name often used for Portugal, referring to the old Roman province covering much of the same area.",NA,NA,NA,"FALSE","duplicate"
"Giraffatitan",NA,"Janensch","1914","W. Janensch. 1914. Ãœbersicht Ã¼ber die Wirbeltierfauna der Tendaguru-Schichten [Overview of the vertebrate fauna of the Tendaguru beds]. Archiv fÃ¼r Biontologie 3:81-110","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Giraffatitan","36770",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"in relation to other taxa","Arabic",NA,NA,NA,NA,NA,"By comparison with the similarly long-necked and upright animal, the giraffe",NA,NA,NA,"FALSE","duplicate"
"Camptodontornis",NA,"Li et al.","2010","L. Li, E.-p. Gong, and L.-d. Zhang, Y.-j. Yang, L.-h. Hou. 2010. [A new enantiornithine bird (Aves) from the Early Cretaceous of Liaoning, China]. Acta Palaeontologica Sinica 49(4):524-531","Chordata","Aves","NO_ORDER_SPECIFIED","Longipterygidae","Camptodontornis","36151",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics",NA,NA,NA,NA,NA,NA,"(meaning ""bent tooth"")",NA,NA,NA,"FALSE","duplicate"
"Camptosaurus",NA,"Marsh","1879","O. C. Marsh. 1879. Notice of new Jurassic reptiles. American Journal of Science and Arts 18:501-505","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","7814",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Bent lizard""",NA,NA,NA,"FALSE","duplicate"
"Uteodon",NA,"Carpenter and Wilson","2008","K. Carpenter and Y. Wilson. 2008. A new species of Camptosaurus (Ornithopoda: Dinosauria) from the Morrison Formation (Upper Jurassic) of Dinosaur National Monument, Utah, and a biomechanical analysis of Its forelimb. Annals of Carnegie Museum 76(4):227-263","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Uteodon","30595",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"group",NA,"Ute tribe",NA,NA,NA,NA,"Reassigned to new genus by McDonald 2011",NA,NA,NA,"FALSE","duplicate"
"Osmakasaurus",NA,"Gilmore","1909","C. W. Gilmore. 1909. Osteology of the Jurassic reptile Camptosaurus, with a revision of the genus, and descriptions of two new species. Proceedings of the United States National Museum 36(1666):197-332","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Osmakasaurus","13449",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography","Lakota",NA,NA,NA,NA,NA,"""ósmaka"" meaning 'Canyon'",NA,NA,NA,"FALSE","duplicate"
"Owenodon",NA,"Norman and Barrett","2002","D. B. Norman and P. M. Barrett. 2002. Ornithischian dinosaurs from the Lower Cretaceous (Berriasian) of England. Special Papers in Palaeontology 68:161-189","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Owenodon","11798",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Richard Owen",NA,NA,"UK","retrieved from external source","Original describer of the species under the genus Iguanodon",NA,NA,NA,"FALSE","duplicate"
"Callovosaurus",NA,"Lydekker","1889","R. Lydekker. 1889. On the remains and affinities of five genera of Mesozoic reptiles. Quarterly Journal of the Geological Society of London 45:41-59","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Callovosaurus","14155",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"Named for the geological Age, the Callovian",NA,NA,NA,"FALSE","duplicate"
"Houornis",NA,"Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Houornis","37441",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Hou Lianhu",NA,NA,"China","inferred from paper","The original describer of the fossil",NA,NA,NA,"FALSE","duplicate"
"Coronosaurus",NA,"Ryan and Russell","2005","M. J. Ryan and A. P. Russell. 2005. A new centrosaurine ceratopsid from the Oldman Formation of Alberta and its implications for centrosaurine taxonomy and systematics. Canadian Journal of Earth Sciences 42:1369-1387","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Coronosaurus","17358",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"Coronosaurus refers to corona (Latin), for crown, and saurus (Latinized Greek), meaning “lizard”, in reference to the multiple occurrences of extra epiparietals that cover the posterior margin of the parietal, giving it a crown-like appearance.",NA,NA,NA,"FALSE","duplicate"
"Triceratops",NA,"Marsh","1889","O. C. Marsh. 1889. Notice of new American Dinosauria. The American Journal of Science and Arts, series 3 38:331-336","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","10620",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:2DD57D91-DA07-4BDF-AD6B-031ACEAFDA40",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Three horned face""",NA,NA,NA,"FALSE","duplicate"
"Cetiosaurus",NA,"Phillips","1871","J. Phillips. 1871. Geology of Oxford and the Valley of the Thames. Clarendon Press, Oxford","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cetiosaurus","23773",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:C9F376D7-F0E6-4287-AA72-CC96F318EA65",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"in relation to other taxa","Greek",NA,NA,NA,NA,NA,"""Whale-lizard""",NA,NA,NA,"FALSE","duplicate"
"Pelorosaurus",NA,"Melville","1849","A. G. Melville. 1849. Notes on the vertebral column of the Iguanodon. Philosophical Transactions of the Royal Society of London 139:285-300","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pelorosaurus","36749",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"other","Greek",NA,NA,NA,NA,NA,"""monstrous reptile""",NA,NA,NA,"FALSE","duplicate"
"Duriatitan",NA,"Hulke","1874","J. W. Hulke. 1874. Note on a very large saurian limb-bone adapted for progression upon land, from the Kimmeridge Clay of Weymouth, Dorset. Quarterly Journal of the Geological Society of London 30:16-17","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Duriatitan","7423",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:319E6F16-69C2-46F3-81B5-AEAF698D4253",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Duria = Dorset",NA,NA,NA,"FALSE","duplicate"
"Vagaceratops",NA,"Holmes et al.","2001","R. B. Holmes, C. A. Forster, and M. J. Ryan, K. M. Shepherd. 2001. A new species of Chasmosaurus (Dinosauria: Ceratopsia) from the Dinosaur Park Formation of southern Alberta. Canadian Journal of Earth Sciences 38:1423-1438","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Vagaceratops","6978",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:0A2138B8-E59C-4D24-A221-B59529C4A402",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Vagaceratops refers to vagus (Latin), for wanderer, and ceratops, (Greek), meaning “horned face,” in reference to the occurrence of this clade in the north (Alberta) and south (Utah) of Laramidia during the late Campanian.",NA,NA,NA,"FALSE","duplicate"
"Agujaceratops",NA,"Lehman","1982","T. M. Lehman. 1982. A ceratopsian bone bed from the Aguja Formation (Upper Cretaceous) Big Bend National Park, Texas. Unpublished Ph.D. Dissertation, University of Texas at Austin.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","5684",NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:F5EEA7A7-34E4-482A-B04A-F5BA46A78D87",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Named for the Aguja Formation",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011) appendix; duplicate"
"Shaochilong",NA,"Hu","1964","S.-Y. Hu. 1964. [Carnosaurian remains from Alashan, Inner Mongolia]. Vertebrata PalAsiatica 8(1):42-63","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Shaochilong","19051",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Chinese",NA,NA,NA,NA,NA,"Literal translation ""shark tooth dragon""",NA,NA,NA,"FALSE","duplicate"
"Lamarqueavis",NA,"Brodkorb","1963","P. Brodkorb. 1963. Birds from the Upper Cretaceous of Wyoming. Proceedings of the XIII International Ornithological Congress","Chordata","Aves","Charadriiformes","Cimolopterygidae","Lamarqueavis","33900",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"From Lamarque, locality near outcrops where the generic holotype of L. australis was found in Argentina",NA,NA,NA,"FALSE","duplicate"
"Coelophysis",NA,"Cope","1887","E. D. Cope. 1887. The dinosaurian genus <i>Coelurus</i>. American Naturalist 21:367-369","Chordata","Saurischia","NO_ORDER_SPECIFIED","Coelophysidae","Coelophysis","9090",NA,"Nussaïbah B. Raja",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Hollow form""",NA,NA,NA,"FALSE","duplicate"
"Coloradia",NA,"Bonaparte","1978","J. F. Bonaparte. 1978. Coloradia brevis n. g. et (Saurischiaâ€“Prosauropoda), dinosaurio Plateosauridae de la Formacion Los Colorados, Triasico Superior de La Rioja, Argentina [Coloradia brevis n. g. et (Saurischiaâ€“Prosauropoda), a plateosaurid from the Upper Triassic Los Colorados Formation of La Rioja, Argentina]. Ameghiniana 15(3-4):327-332","Chordata","Saurischia","NO_ORDER_SPECIFIED","Massospondylidae","Coloradisaurus","13923",NA,"Evan Vlachos",NA,"Spanish","dinosauria",NA,"La Esquina, south of Pagancillo, Gral. Lavalle Dept., La Rioja Province, Argentina","Argentina","Argentina","PVL, Instituto Miguel Lillo, Vertebrate Paleontology Collection, Universidad Nacional de Tucumán, Tucumán, Argentina","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography","Spanish",NA,NA,NA,NA,NA,"Derived from ""Los Colorados"", which is the name of the formation","Fundación Miguel Lillo and CONICET","Argentina",NA,"FALSE","Name was ""Coloradisaurus"""
"Sinosaurus",NA,"Hu","1993","S. Hu. 1993. [A new Theropoda (Dilophosaurus sinensis sp. nov.) from Yunnan, China]. Vertebrata PalAsiatica 31(1):65-69","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sinosaurus","7052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography","Latin",NA,NA,NA,NA,NA,"China, the country in which the specimens were found",NA,NA,NA,"FALSE",NA
"Supersaurus",NA,"Bonaparte and Mateus","1999","J. F. Bonaparte and O. Mateus. 1999. A new diplodocid, Dinheirosaurus lourinhanensis gen. et sp. nov., from the Late Jurassic beds of Portugal. Revista del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"" e Instituto Nacional de InvestigaciÃ³n de las Ciencias Naturales, PaleontologÃ­a 5(2):13-29","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Supersaurus","13166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"""Internationally published vernacular name""",NA,NA,NA,"FALSE",NA
"Galeamopus",NA,"McIntosh","1981","J. S. McIntosh. 1981. Annotated catalogue of the dinosaurs (Reptilia, Archosauria) in the collections of the Carnegie Museum of Natural History. Bulletin of Carnegie Museum of Natural History 18:1-67","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Galeamopus","46207",NA,NA,"urn:lsid:zoobank.org:act:FFCC73E9-14D1-4972-9D1C-B51AA7121A20",NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"William H. Utterback and William J. Holland",NA,NA,"USA",NA,""" ‘Galeam’ means helmet, and ‘opus’ need, necessity in Latin, which literally translates to the German name Wilhelm (meaning “want helmet, protection”) and its English translation William. Galeamopus remembers and honors the two ‘Williams’ intimately connected ""with the genoholotype specimen HMNS 175: William H. Utterback and William J. Holland. Utterback found HMNS 175 in 1902 and Holland described its braincase in 1906, and named the holotype species G. hayi as Diplodocus hayi in 1924—although already stating that the morphological differences between G. hayi and Diplodocus might be enough to allow the erection of a new genus in future. Galeamopus is also an allusion to the fact that the fragile braincase is the only described part of the holotype skeleton to date.",NA,NA,NA,"FALSE",NA
"Valdosaurus",NA,"Galton","1975","P. M. Galton. 1975. English hypsilophodontid dinosaurs (Reptilia: Ornithischia). Palaeontology 18(4):741-752","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Valdosaurus","25599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Valdo is a Latinised version of ""Wealden"", the geological group from which the fossil was found",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011) appendix"
"Tarchia",NA,"Maleev","1956","E. A. Maleev. 1956. Pantsyrnye dinosavry verchnego mela Mongolii (Semeustvo Ankylosauridae) [The Upper Cretaceous armored dinosaurs of Mongolia (family Ankylosauridae)]. Trudy Paleontologicheskogo Instituta Akademiy Nauk SSSR 62:51-91","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Tarchia","14389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Mongolian",NA,NA,NA,NA,NA,"From Mongolian ""tarkhi"" = ""brain"", thus ""brainy one""",NA,NA,NA,"FALSE",NA
"Panoplosaurus",NA,"Lillegraven and Eberle","1999","J. A. Lillegraven and J. J. Eberle. 1999. Vertebrate faunal changes through Lancian and Puercan time in southern Wyoming. Journal of Paleontology 73(4):691-710","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"Literal translation ""completely armoured reptile""",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011) appendix"
"Spinostropheus",NA,"Lapparent","1960","A. F. d. Lapparent. 1960. Les Dinosauriens du Continental intercalaire du Saharal central [The dinosaurs of the Continental Intercalaire of the central Sahara]. MÃ©moires de la SociÃ©tÃ© gÃ©ologique de France, nouvelle sÃ©rie 39(88A):1-57","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Spinostropheus","7056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Spine vertebra"" for the prominent processes on the cervical vertebrae",NA,NA,NA,"FALSE",NA
"Citipes",NA,"Currie","1989","P. J. Currie. 1989. The first records of <i>Elmisaurus</i> (Saurischia, Theropoda) from North America. Canadian Journal of Earth Sciences 26(6):1319-1324","Chordata","Saurischia","Avetheropoda","Caenagnathidae","Citipes","9247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"Piveteausaurus",NA,"Walker","1964","A. D. Walker. 1964. Triassic reptiles from the Elgin area: Ornithosuchus and the origin of carnosaurs. Philosophical Transactions of the Royal Society of London, Series B, Biological Sciences 248:53-134","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Piveteausaurus","13771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"person",NA,"Jean Piveteau","male","explicitly stated","France","retrieved from external source","First described the specimen in the 1920s, distinguished paleontologist.",NA,NA,NA,"FALSE",NA
"Malawisaurus",NA,"Haughton","1928","S. H. Haughton. 1928. On some reptilian remains from the Dinosaur Beds of Nyasaland. Transactions of the Royal Society of South Africa 16:67-75","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","18591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography","Chichewa",NA,NA,NA,NA,NA,"Refers to the post-independence name of the country, which refers in turn to the ""Maravi"" Chewa people who live there.",NA,NA,NA,"FALSE",NA
